InspectionDate,HouseNumber,StreetName,Apartment,Borough,ViolationID,CurrentStatus,NOVDescription,BuildingID,Class,RegistrationID,BoroID,LowHouseNumber,HighHouseNumber,StreetCode,Postcode,Story,Block,Lot,ApprovedDate,OriginalCertifyByDate,OriginalCorrectByDate,NewCertifyByDate,NewCorrectByDate,CertifiedDate,OrderNumber,NOVID,NOVIssuedDate,CurrentStatusID,CurrentStatusDate,NovType,ViolationStatus,Latitude,Longitude,CommunityBoard,CouncilDistrict,CensusTract,BIN,BBL,NTA
09/03/2020,3115,BRIGHTON 6 STREET,1C,BROOKLYN,13800281,VIOLATION DISMISSED,"SECTION 27-2017.3 HMC: TRACE AND REPAIR THE SOURCE AND ABATE THE VISIBLE MOLD CONDITION... APPROX 90 SQ FT( APPROX 24 SQ FT AT CEILING, APPROX 12 SQ FT AT NORTH WALL, APPROX 18 SQ FT AT WEST WALL, APPROX 12 SQ FT AT SOUTH WALL AND APPROX 24 SQ FT AT EAST WALL IN THE BATHROOM LOCATED AT APT 1C, 1st STORY, 2nd APARTMENT FROM WEST AT NORTH",212709,C,334106,3,3115,3115,22030,11235,1,8691,21,09/08/2020,10/10/2020,10/05/2020,,,10/07/2020,550,6951293,09/09/2020,9,12/18/2020,Original,Close,40.576708,-73.961281,13,48,36002,3245107,3086910021,Brighton Beach
09/11/2020,9818,GLENWOOD ROAD,1FL,BROOKLYN,13809925,NOTICE OF ISSUANCE SENT TO TENANT,"SECTION 27-2017.3 HMC: TRACE AND REPAIR THE SOURCE AND ABATE THE VISIBLE MOLD CONDITION... APPROXIMATELY 30 SQUARE FEET AT THE CEILING IN THE BATHROOM LOCATED AT APT 1FL, 1st STORY, APARTMENT AT SOUTH",301596,C,816287,3,9818,9818,44430,11236,1,8186,39,09/18/2020,10/22/2020,10/17/2020,,,,550,6960982,09/21/2020,47,09/21/2020,Original,Open,40.645833,-73.901220,18,42,974,3229731,3081860039,Canarsie
07/19/2020,1382,ST JOHNS PLACE,5,BROOKLYN,13828334,VIOLATION CLOSED,"SECTION 27-2017.3 HMC: TRACE AND REPAIR THE SOURCE AND ABATE THE VISIBLE MOLD CONDITION... AT CEILING AND NORTH WALL, TOTAL 20 S FT IN THE BATHROOM LOCATED AT APT 5, 1st STORY, 2nd APARTMENT FROM EAST AT SOUTH ORIGINAL VIOLATION 13729513 ISSUED 19-JUL-20 HAS BEEN UPGRADED TO CLASS C PER ADMINISTRATIVE CODE 27-2017.3a(5)(a) or (b).",373709,C,324399,3,1382,1382,80330,11213,1,1384,22,09/25/2020,10/26/2020,10/21/2020,,,,550,6966573,09/25/2020,19,12/17/2020,Original,Close,40.670660,-73.932506,8,35,351,3037062,3013840022,Crown Heights North
10/29/2020,2801,BARKER AVENUE,K42,BRONX,13874759,VIOLATION DISMISSED,"SECTION 27-2017.3 HMC: TRACE AND REPAIR THE SOURCE AND ABATE THE VISIBLE MOLD CONDITION... APROX. 25 SQ. FT. AT NORTH WALL APROX. 30 SQ. FT. AT CEILING CEILING APROX. 12 SQ. FT. AT WEST WALL APROX. 12 SQ. FT. AT SOUTH WALL IN THE BATHROOM LOCATED AT APT K42, 4th STORY, 1st APARTMENT FROM NORTH AT EAST",928989,C,226253,2,2801,2833,10420,10467,4,4506,40,10/30/2020,12/03/2020,11/28/2020,,,11/17/2020,550,6995376,11/02/2020,9,01/28/2021,Original,Close,40.866706,-73.869177,11,15,336,2093458,2045060040,Bronxdale
12/15/2020,2180,RYER AVENUE,3K,BRONX,13947922,NOV CERTIFIED LATE,"SECTION 27-2017.3 HMC: TRACE AND REPAIR THE SOURCE AND ABATE THE VISIBLE MOLD CONDITION... APROX. 16 SQ. FT. AT EAST WALL APROX. 16 SQ. FT. AT WEST WALL APROX. 8 SQ. FT. AT CEILING INSIDE THE WEST WALL CLOSET IN THE PRIVATE HALLWAY LOCATED AT APT 3K, 3rd STORY, 2nd APARTMENT FROM SOUTH AT WEST",107774,C,204368,2,2180,2180,62720,10457,3,3149,125,12/17/2020,01/18/2021,01/13/2021,,,01/25/2021,550,7038843,12/18/2020,4,01/25/2021,Original,Open,40.854781,-73.900042,5,15,381,2013544,2031490125,Mount Hope
12/15/2020,2421,WEBSTER AVENUE,C15,BRONX,13948024,VIOLATION DISMISSED,"SECTION 27-2017.3 HMC: TRACE AND REPAIR THE SOURCE AND ABATE THE VISIBLE MOLD CONDITION... APROX. 20 SQ. FT. AT EAST WALL APROX. 30 SQ. FT. AT NORTH WALL APROX. 10 SQ. FT. AT SOUTN WALL IN THE BATHROOM LOCATED AT APT C15, 3rd STORY, 1st APARTMENT FROM NORTH AT EAST , SECTION AT NORTH",120635,C,204355,2,2421,2437,73720,10458,3,3025,13,12/17/2020,01/18/2021,01/13/2021,,,12/30/2020,550,7038898,12/18/2020,9,03/12/2021,Original,Close,40.859444,-73.893517,5,15,39902,2011060,2030250013,Bedford Park-Fordham North
04/14/2021,128,LEFFERTS PLACE,6B,BROOKLYN,14401969,DEFECT LETTER ISSUED,"SECTION 27-2017.3 HMC: TRACE AND REPAIR THE SOURCE AND ABATE THE VISIBLE MOLD CONDITION... AT CEILING APPRX. 5 SQ.FT., AT NORTH WALL APPROX. 5 SQ.FT. AT SOUTH WALL APPROX. 5 AND AT WEST WALL APPROX. 5 SQ.FT. IN THE BATHROOM LOCATED AT APT 6B, 6th STORY, 2nd APARTMENT FROM WEST AT NORTH ORIGINAL VIOLATION 14240176 ISSUED 14-APR-21 HAS BEEN UPGRADED TO CLASS C PER ADMINISTRATIVE CODE ï¿½27-2017.3a(5)(a) or (b).",323691,C,374512,3,128,130,55030,11238,6,2019,40,06/23/2021,07/24/2021,07/19/2021,,,,550,7386357,06/23/2021,20,11/25/2021,Original,Open,40.680941,-73.959115,2,36,227,3057840,3020190040,Clinton Hill
12/16/2020,510,CHAUNCEY STREET,1A,BROOKLYN,13948898,VIOLATION CLOSED,"SECTION 27-2017.3 HMC: TRACE AND REPAIR THE SOURCE AND ABATE THE VISIBLE MOLD CONDITION... APPROXIMATELY 30 SQ.FT AT CEILING IN THE BATHROOM LOCATED AT APT 1A, 1st STORY, APARTMENT AT EAST",219111,C,350080,3,510,510,25530,11233,1,1517,2,12/17/2020,01/18/2021,01/13/2021,,,,550,7038997,12/18/2020,19,03/03/2021,Original,Close,40.682476,-73.911373,16,37,369,3041173,3015170002,Ocean Hill
01/31/2019,273,FT WASHINGTON AVENUE,7A,MANHATTAN,13948982,VIOLATION CLOSED,"SECTION 27-2017.3 HMC: TRACE AND REPAIR THE SOURCE AND ABATE THE VISIBLE MOLD CONDITION... AT CEILING IN THE BATHROOM LOCATED AT APT 7A, 7th STORY, 1st APARTMENT FROM WEST AT NORTH ORIGINAL VIOLATION 12886453 ISSUED 31-JAN-19 HAS BEEN UPGRADED TO CLASS C PER ADMINISTRATIVE CODE 27-2017.3a(5)(a) or (b).",21790,C,103373,1,273,277,21190,10032,7,2139,204,12/17/2020,01/17/2021,01/12/2021,,,,550,7036833,12/17/2020,19,02/28/2021,Original,Close,40.844393,-73.940928,12,10,255,1063422,1021390204,Washington Heights South
06/24/2021,426,EASTERN PARKWAY,2E,BROOKLYN,14407926,NOTICE OF ISSUANCE SENT TO TENANT,"SECTION 27-2017.3 HMC: TRACE AND REPAIR THE SOURCE AND ABATE THE VISIBLE MOLD CONDITION... APPROXIMATELY 48 SQ. FT. AT CEILING AD ALL WALLS IN THE BATHROOM LOCATED AT APT 2E, 2nd STORY, 2nd APARTMENT FROM NORTH AT EAST , SECTION AT NORTH",287823,C,311419,3,422,426,38430,11225,2,1267,16,06/28/2021,07/30/2021,07/25/2021,,,,550,7392017,06/29/2021,47,06/29/2021,Original,Open,40.670064,-73.954352,9,35,323,3032889,3012670016,Crown Heights South
07/09/2021,54,EAST BROADWAY,2,MANHATTAN,14409261,NOTICE OF ISSUANCE SENT TO TENANT,"SECTION 27-2017.3 HMC: TRACE AND REPAIR THE SOURCE AND ABATE THE VISIBLE MOLD CONDITION... AT CEILING (10 SQ. FT.) AND ALL WALLS (30 SQ. FT.) IN THE BATHROOM LOCATED AT APT 2, 3rd STORY, 2nd APARTMENT FROM EAST AT SOUTH",21048,C,104375,1,54,54,19690,10002,3,281,25,07/09/2021,08/12/2021,08/07/2021,,,,550,7402404,07/12/2021,47,07/12/2021,Original,Open,40.713611,-73.995650,3,1,8,1003500,1002810025,Chinatown
09/18/2019,2682,VALENTINE AVENUE,3,BRONX,13287289,FIRST NO ACCESS TO RE- INSPECT VIOLATION,"SECTION 27-2017.3 HMC: TRACE AND REPAIR THE SOURCE AND ABATE THE VISIBLE MOLD CONDITION... WINDOW FRAMES AT THE NORTH WALL IN THE 1st ROOM FROM EAST LOCATED AT APT 3, 2nd STORY, 1st APARTMENT FROM NORTH AT EAST",117119,C,206480,2,2682,2682,70720,10458,2,3300,19,09/19/2019,10/16/2019,10/11/2019,,,,550,6610112,09/20/2019,22,02/23/2021,Original,Open,40.866047,-73.892878,7,15,40501,2016999,2033000019,Bedford Park-Fordham North
11/01/2019,1120,FOX STREET,1C,BRONX,13418324,FIRST NO ACCESS TO RE- INSPECT VIOLATION,"SECTION 27-2017.3 HMC: TRACE AND REPAIR THE SOURCE AND ABATE THE VISIBLE MOLD CONDITION... AT CEILING APPROX. 40 SQ.FT IN THE BATHROOM LOCATED AT APT 1C, 1st STORY, 1st APARTMENT FROM NORTH AT EAST",79053,C,213886,2,1120,1120,33520,10459,1,2719,38,11/04/2019,12/02/2019,11/27/2019,,,,550,6705695,11/06/2019,22,08/02/2021,Original,Open,40.827496,-73.893843,3,17,125,2005701,2027190038,Morrisania-Melrose
02/14/2020,805,FAIRMOUNT PLACE,4F,BRONX,13718516,VIOLATION WILL BE REINSPECTED,"SECTION 27-2017.3 HMC: TRACE AND REPAIR THE SOURCE AND ABATE THE VISIBLE MOLD CONDITION... AT CEILING IN THE BATHROOM LOCATED AT APT 4F, 4th STORY, 2nd APARTMENT FROM SOUTH AT WEST ORIGINAL VIOLATION 13605110 ISSUED 14-FEB-20 HAS BEEN UPGRADED TO CLASS C PER ADMINISTRATIVE CODE ï¿½27-2017.3a(5)(a) or (b).",77585,C,211434,2,805,805,32120,10460,4,2955,40,07/09/2020,08/09/2020,08/04/2020,,,,550,6902884,07/09/2020,11,03/01/2021,Original,Close,40.842664,-73.888943,6,17,36502,2010049,2029550040,East Tremont
08/19/2020,1267,THIERIOT AVENUE,2,BRONX,13868543,NOTICE OF ISSUANCE SENT TO TENANT,"SECTION 27-2017.3 HMC: TRACE AND REPAIR THE SOURCE AND ABATE THE VISIBLE MOLD CONDITION... APROX. 10 SQ. FT. AT CEILING IN THE BATHROOM LOCATED AT APT 2, 2nd STORY, 1st APARTMENT FROM SOUTH AT WEST ORIGINAL VIOLATION 13773755 ISSUED 19-AUG-20 HAS BEEN UPGRADED TO CLASS C PER ADMINISTRATIVE CODE 27-2017.3a(5)(a) or (b).",122294,C,228155,2,1267,1269,76950,10472,2,3765,45,10/26/2020,11/26/2020,11/21/2020,,,,550,6990003,10/26/2020,47,10/26/2020,Original,Open,40.831555,-73.864386,9,18,70,2024785,2037650045,Soundview-Bruckner
01/20/2021,608,WEST 139 STREET,1B,MANHATTAN,13943903,DEFECT LETTER ISSUED,"SECTION 27-2017.3 HMC: TRACE AND REPAIR THE SOURCE AND ABATE THE VISIBLE MOLD CONDITION... CEILING APPROX 40 SQ FT SOUTH WALL APPROX 10 SQ FT NORTH WALL APPROX 10 SQ FT EAST WALL APPROX 10 SQ FT WEST WALL APPROX 10 SQ FT IN THE BATHROOM LOCATED AT APT 1B, 1st STORY, 1st APARTMENT FROM SOUTH AT WEST",41396,C,102420,1,608,610,36550,10031,1,2087,41,01/20/2021,02/21/2021,02/16/2021,,,,550,7068833,01/21/2021,20,10/03/2021,Original,Open,40.822853,-73.953741,9,7,225,1062304,1020870041,Hamilton Heights
02/08/2021,620,WEST 152 STREET,23,MANHATTAN,13945628,NOTICE OF ISSUANCE SENT TO TENANT,"SECTION 27-2017.3 HMC: TRACE AND REPAIR THE SOURCE AND ABATE THE VISIBLE MOLD CONDITION... AT NORTH WALL APPOX 30 SQ. FT. IN THE 5th ROOM FROM NORTH LOCATED AT APT 23, 5th STORY, 1st APARTMENT FROM NORTH AT EAST",42590,C,125197,1,620,620,36810,10031,5,2098,47,02/22/2021,03/26/2021,03/21/2021,,,,550,7096549,02/23/2021,47,02/23/2021,Original,Open,40.831118,-73.947896,9,7,237,1062460,1020980047,Hamilton Heights
12/15/2020,1750,GRAND CONCOURSE,5H,BRONX,13946614,FIRST NO ACCESS TO RE- INSPECT VIOLATION,"SECTION 27-2017.3 HMC: TRACE AND REPAIR THE SOURCE AND ABATE THE VISIBLE MOLD CONDITION... APPROXIMATELY 30 SQ FT AT SOUTH WINDOW OFFSET 1 AND 2 IN THE 5th ROOM FROM EAST AT SOUTH LOCATED AT APT 5H, 5th STORY, 3rd APARTMENT FROM SOUTH AT WEST",81720,C,208238,2,1750,1750,36420,10457,5,2825,10,12/17/2020,01/18/2021,01/13/2021,,,,550,7038765,12/18/2020,22,05/08/2021,Original,Open,40.845765,-73.910292,5,15,22901,2007875,2028250010,Mount Hope
07/05/2020,1235,MORRIS AVENUE,3A,BRONX,13949630,VIOLATION CLOSED,"SECTION 27-2017.3 HMC: TRACE AND REPAIR THE SOURCE AND ABATE THE VISIBLE MOLD CONDITION... APPROX 6 SQ FT AT NORTH WALL, APPROX 6 SQ FT AT EAST WALL AND APPROX 10 SQ FT AROUND WINDOW FRAME IN THE BATHROOM LOCATED AT APT 3A, 3rd STORY, 2nd APARTMENT FROM NORTH AT EAST ORIGINAL VIOLATION 13714996 ISSUED 05-JUL-20 HAS BEEN UPGRADED TO CLASS C PER ADMINISTRATIVE CODE 27-2017.3a(5)(a) or (b).",97349,C,205876,2,1235,1235,52120,10456,3,2450,48,12/18/2020,01/18/2021,01/13/2021,,,,550,7038801,12/18/2020,19,03/17/2021,Original,Close,40.834020,-73.913665,4,16,17901,2002622,2024500048,East Concourse-Concourse Village
09/26/2020,510,CHAUNCEY STREET,1A,BROOKLYN,13949663,VIOLATION CLOSED,"SECTION 27-2017.3 HMC: TRACE AND REPAIR THE SOURCE AND ABATE THE VISIBLE MOLD CONDITION... APPROX. 20 SQ. FT. AT THE CEILING IN THE BATHROOM LOCATED AT APT 1A, 1st STORY, 1st APARTMENT FROM NORTH AT EAST ORIGINAL VIOLATION 13830702 ISSUED 26-SEP-20 HAS BEEN UPGRADED TO CLASS C PER ADMINISTRATIVE CODE 27-2017.3a(5)(a) or (b).",219111,C,350080,3,510,510,25530,11233,1,1517,2,12/18/2020,01/18/2021,01/13/2021,,,,550,7038996,12/18/2020,19,03/03/2021,Original,Close,40.682476,-73.911373,16,37,369,3041173,3015170002,Ocean Hill
09/25/2020,491,CHAUNCEY STREET,3B,BROOKLYN,13949662,NOTICE OF ISSUANCE SENT TO TENANT,"SECTION 27-2017.3 HMC: TRACE AND REPAIR THE SOURCE AND ABATE THE VISIBLE MOLD CONDITION... ALL WALLS AND CEILING 10 SQ FT IN THE PRIVATE HALLWAY LOCATED AT APT 3B, 3rd STORY, 1st APARTMENT FROM NORTH AT EAST ORIGINAL VIOLATION 13829443 ISSUED 25-SEP-20 HAS BEEN UPGRADED TO CLASS C PER ADMINISTRATIVE CODE 27-2017.3a(5)(a) or (b).",219099,C,352314,3,491,491,25530,11233,3,1510,47,12/18/2020,01/18/2021,01/13/2021,,,,550,7038993,12/18/2020,47,12/18/2020,Original,Open,40.682053,-73.915159,16,41,373,3040904,3015100047,Ocean Hill
08/14/2019,606,WEST 191 STREET,54,MANHATTAN,13988053,VIOLATION CLOSED,"SECTION 27-2017.3 HMC: TRACE AND REPAIR THE SOURCE AND ABATE THE VISIBLE MOLD CONDITION... 10 SQ FT AT WEST WALL ,10 MSQ FT AT NORTH WALL IN THE 1st ROOM FROM NORTH AT WEST LOCATED AT APT 54, 5th STORY, 1st APARTMENT FROM WEST AT NORTH ORIGINAL VIOLATION 13227804 ISSUED 14-AUG-19 HAS BEEN UPGRADED TO CLASS C PER ADMINISTRATIVE CODE 27-2017.3a(5)(a) or (b).",43636,C,107755,1,606,606,37570,10040,5,2169,43,01/16/2021,02/19/2021,02/14/2021,,,,550,7065530,01/19/2021,19,06/03/2021,Original,Close,40.855651,-73.929412,12,10,279,1064032,1021690043,Washington Heights North
08/14/2019,606,WEST 191 STREET,54,MANHATTAN,13988054,VIOLATION CLOSED,"SECTION 27-2017.3 HMC: TRACE AND REPAIR THE SOURCE AND ABATE THE VISIBLE MOLD CONDITION... 10 SQ FT AT NORTH1 AND 10 SQ FT AT NORTH 2 METAL WINDOW FRAMES IN THE 1st ROOM FROM NORTH AT EAST LOCATED AT APT 54, 5th STORY, 1st APARTMENT FROM WEST AT NORTH ORIGINAL VIOLATION 13227813 ISSUED 14-AUG-19 HAS BEEN UPGRADED TO CLASS C PER ADMINISTRATIVE CODE 27-2017.3a(5)(a) or (b).",43636,C,107755,1,606,606,37570,10040,5,2169,43,01/16/2021,02/19/2021,02/14/2021,,,,550,7065530,01/19/2021,19,06/03/2021,Original,Close,40.855651,-73.929412,12,10,279,1064032,1021690043,Washington Heights North
07/30/2019,613,WEST 140 STREET,6F,MANHATTAN,13442005,FIRST NO ACCESS TO RE- INSPECT VIOLATION,"SECTION 27-2017.3 HMC: TRACE AND REPAIR THE SOURCE AND ABATE THE VISIBLE MOLD CONDITION... THE CEILING (APPROXIMATELY 15 SQ.FT) IN THE 1st ROOM FROM EAST AT NORTH LOCATED AT APT 6F, 6th STORY, 2nd APARTMENT FROM SOUTH AT WEST , SECTION ''WEST'' ORIGINAL VIOLATION 13202451 ISSUED 30-JUL-19 HAS BEEN UPGRADED TO CLASS C PER ADMINISTRATIVE CODE ï¿½27-2017.3a(5)(a) or (b).",41488,C,127236,1,613,619,36570,10031,6,2088,19,11/10/2019,12/08/2019,12/03/2019,,,,550,6726544,11/12/2019,22,07/09/2021,Original,Open,40.823506,-73.953322,9,7,225,1062318,1020880019,Hamilton Heights
02/26/2020,1325,5 AVENUE,2B,MANHATTAN,14012644,NOTICE OF ISSUANCE SENT TO TENANT,"SECTION 27-2017.3 HMC: TRACE AND REPAIR THE SOURCE AND ABATE THE VISIBLE MOLD CONDITION... 20 SQ FT THROUGHOUT CEILING IN THE BATHROOM LOCATED AT APT 2B, 2nd STORY, 1st APARTMENT FROM WEST AT NORTH ORIGINAL VIOLATION 13621080 ISSUED 26-FEB-20 HAS BEEN UPGRADED TO CLASS C PER ADMINISTRATIVE CODE 27-2017.3a(5)(a) or (b).",2522,C,140754,1,1321,1335,10410,10029,2,1617,7501,02/02/2021,03/05/2021,02/28/2021,,,,550,7079484,02/02/2021,47,02/02/2021,Original,Open,40.797706,-73.948608,11,9,17402,1086046,1016177501,East Harlem South
07/10/2019,2501,NEWKIRK AVENUE,A12,BROOKLYN,13463415,VIOLATION CLOSED,"SECTION 27-2017.3 HMC: TRACE AND REPAIR THE SOURCE AND ABATE THE VISIBLE MOLD CONDITION... ALL WALLS AND CEILING 10 SQ FT IN THE BATHROOM LOCATED AT APT A12, 4th STORY, 1st APARTMENT FROM WEST AT NORTH ORIGINAL VIOLATION 13165884 ISSUED 10-JUL-19 HAS BEEN UPGRADED TO CLASS C PER ADMINISTRATIVE CODE ï¿½27-2017.3a(5)(a) or (b).",344337,C,332011,3,2501,2511,65030,11226,4,5212,24,11/21/2019,12/17/2019,12/12/2019,,,,550,6738470,11/21/2019,19,06/08/2021,Original,Close,40.639709,-73.953068,17,45,790,3120374,3052120024,Erasmus
02/18/2021,1933,MAYFLOWER AVENUE,2F,BRONX,14031964,NOTICE OF ISSUANCE SENT TO TENANT,"SECTION 27-2017.3 HMC: TRACE AND REPAIR THE SOURCE AND ABATE THE VISIBLE MOLD CONDITION... APROX. 40 SQ.FT. AT NORTH WALL APROX. 20 SQ. FT. AT EAST WALL IN THE 1st ROOM FROM EAST AT NORTH LOCATED AT APT 2F, 2nd STORY, 1st APARTMENT FROM NORTH AT EAST",95261,C,217840,2,1933,1933,49920,10461,2,4231,51,02/22/2021,03/26/2021,03/21/2021,,,,550,7096737,02/23/2021,47,02/23/2021,Original,Open,40.850429,-73.833920,10,13,300,2047221,2042310051,Pelham Bay-Country Club-City Island
07/28/2019,1307,5 AVENUE,3G,MANHATTAN,13760673,VIOLATION CLOSED,"SECTION 27-2017.3 HMC: TRACE AND REPAIR THE SOURCE AND ABATE THE VISIBLE MOLD CONDITION... 10 SQUARE FEET AT EAST WALL IN THE PRIVATE HALLWAY LOCATED AT APT 3G, 3rd STORY, 1st APARTMENT FROM SOUTH AT WEST ORIGINAL VIOLATION 13196896 ISSUED 28-JUL-19 HAS BEEN UPGRADED TO CLASS C PER ADMINISTRATIVE CODE ï¿½27-2017.3a(5)(a) or (b).",2520,C,139749,1,1301,1309,10410,10029,3,1616,1,08/11/2020,09/11/2020,09/06/2020,,,,550,6926719,08/11/2020,19,12/19/2020,Original,Close,40.797287,-73.948916,11,9,17402,1078884,1016160001,East Harlem South
02/18/2021,270,15 STREET,5,BROOKLYN,14032578,NOTICE OF ISSUANCE SENT TO TENANT,"SECTION 27-2017.3 HMC: TRACE AND REPAIR THE SOURCE AND ABATE THE VISIBLE MOLD CONDITION... APPAROX. 39 SQ. FT. AT CEILING, SOUTH AND EAST WALLS IN THE BATHROOM LOCATED AT APT 5, 1st STORY, 2nd APARTMENT FROM WEST AT NORTH",140626,C,323019,3,270,270,6630,11215,1,1048,32,02/22/2021,03/26/2021,03/21/2021,,,,550,7096809,02/23/2021,47,02/23/2021,Original,Open,40.664753,-73.987651,7,39,141,3023966,3010480032,Park Slope-Gowanus
02/18/2021,2011,EAST 41 STREET,2F,BROOKLYN,14032704,VIOLATION DISMISSED,"SECTION 27-2017.3 HMC: TRACE AND REPAIR THE SOURCE AND ABATE THE VISIBLE MOLD CONDITION... AT EAST WALL APPROXIMATELY 64 SQ FT AND WINDOW RECESS 4 SQ FT IN THE 1st ROOM FROM NORTH AT EAST LOCATED AT APT 2F, 2nd STORY, 1st APARTMENT FROM NORTH AT EAST",263334,C,300394,3,2011,2023,36680,11234,2,7823,21,02/19/2021,03/25/2021,03/20/2021,,,03/18/2021,550,7095566,02/22/2021,9,06/01/2021,Original,Close,40.624164,-73.934560,18,45,736,3217369,3078230021,Flatlands
07/08/2020,2844,WEST 36 STREET,1F,BROOKLYN,13823472,VIOLATION CLOSED,"SECTION 27-2017.3 HMC: TRACE AND REPAIR THE SOURCE AND ABATE THE VISIBLE MOLD CONDITION... AT CEILING APPROX 15 SQ.FT IN THE KITCHEN LOCATED AT APT 1F, 1st STORY, APARTMENT AT EAST ORIGINAL VIOLATION 13718167 ISSUED 08-JUL-20 HAS BEEN UPGRADED TO CLASS C PER ADMINISTRATIVE CODE 27-2017.3a(5)(a) or (b).",395068,C,312559,3,2844,2844,92080,11224,1,7004,25,09/22/2020,10/23/2020,10/18/2020,,,10/23/2020,550,6963278,09/22/2020,19,12/19/2020,Original,Close,40.575976,-74.001976,13,47,328,3188694,3070040025,Seagate-Coney Island
10/27/2020,707,ST NICHOLAS AVENUE,4B,MANHATTAN,13832899,VIOLATION CLOSED,"SECTION 27-2017.3 HMC: TRACE AND REPAIR THE SOURCE AND ABATE THE VISIBLE MOLD CONDITION... AT CEILING (APPROX 30 SQ.FT) IN THE BATHROOM LOCATED AT APT 4B, 4th STORY, 1st APARTMENT FROM WEST AT NORTH",28174,C,104753,1,707,707,31190,10031,4,2060,31,10/27/2020,11/28/2020,11/23/2020,,,,550,6991377,10/28/2020,19,12/19/2020,Original,Close,40.824309,-73.944570,9,9,231,1061350,1020600031,Hamilton Heights
02/17/2021,2720,DECATUR AVENUE,1,BRONX,14033941,VIOLATION CLOSED,"SECTION 27-2017.3 HMC: TRACE AND REPAIR THE SOURCE AND ABATE THE VISIBLE MOLD CONDITION... APPROXIMATELY 20 SQ. FT AT EAST WALL, 20 SQ. FT. AT NORTH WALL AND 2 SQ. FT. AT SOUTH WALL IN THE BATHROOM LOCATED AT APT 1, 1st STORY, 1st APARTMENT FROM WEST AT NORTH",60836,C,205005,2,2720,2720,23920,10458,1,3278,16,02/20/2021,03/25/2021,03/20/2021,,,,550,7095060,02/22/2021,19,07/28/2021,Original,Close,40.865294,-73.888287,7,15,40502,2016378,2032780016,Bedford Park-Fordham North
02/20/2021,1593,FULTON STREET,A610C3,BROOKLYN,14034247,DEFECT LETTER ISSUED,"SECTION 27-2017.3 HMC: TRACE AND REPAIR THE SOURCE AND ABATE THE VISIBLE MOLD CONDITION... APPROXIAMETLY 5 SQUARE FEET AT WEST WALL, 7 SQUARE FEET AT SOUTH WALL, 5 SQUARE FEET AT EAST WALL, 7 SQUARE FEET AT NORTH WALL AND 6 SQUARE FEET AT CEILING IN THE BATHROOM LOCATED AT APT A610C3, 6th STORY, 3rd APARTMENT FROM NORTH AT EAST",297545,C,375183,3,1593,1625,42730,11213,6,1684,1,02/21/2021,03/25/2021,03/20/2021,,,,550,7095606,02/22/2021,20,05/19/2021,Original,Open,40.679718,-73.937018,3,36,273,3047699,3016840001,Stuyvesant Heights
11/29/2020,1420,GRAND CONCOURSE,3H,BRONX,14034663,VIOLATION CLOSED,"SECTION 27-2017.3 HMC: TRACE AND REPAIR THE SOURCE AND ABATE THE VISIBLE MOLD CONDITION... AT CEILING AND ALL WALLS ( 10 SQ FT ) IN THE BATHROOM LOCATED AT APT 3H, 3rd STORY, 1st APARTMENT FROM NORTH AT EAST , SECTION ''SECTION H'' ORIGINAL VIOLATION 13920793 ISSUED 29-NOV-20 HAS BEEN UPGRADED TO CLASS C PER ADMINISTRATIVE CODE 27-2017.3a(5)(a) or (b).",81696,C,202861,2,1412,1448,36420,10456,3,2832,8,02/21/2021,03/25/2021,03/20/2021,,,03/01/2021,550,7095176,02/22/2021,19,04/08/2021,Original,Close,40.839249,-73.913448,4,14,225,2007988,2028320008,East Concourse-Concourse Village
02/21/2021,3486,FENTON AVENUE,4A,BRONX,14035162,NOTICE OF ISSUANCE SENT TO TENANT,"SECTION 27-2017.3 HMC: TRACE AND REPAIR THE SOURCE AND ABATE THE VISIBLE MOLD CONDITION... APPROX 32 SQ FT AT NORTH WALL AND WEST WALL IN THE 1st ROOM FROM NORTH AT WEST LOCATED AT APT 4A, 5th STORY, 1st APARTMENT FROM EAST AT SOUTH",933194,C,226473,2,3486,3486,32420,10469,5,4721,17,02/21/2021,03/25/2021,03/20/2021,,,,550,7096175,02/22/2021,47,02/22/2021,Original,Open,40.877858,-73.848927,12,12,386,2117022,2047210017,Eastchester-Edenwald-Baychester
02/11/2020,2489,MORRIS AVENUE,5F,BRONX,13601018,DEFECT LETTER ISSUED,"SECTION 27-2017.3 HMC: TRACE AND REPAIR THE SOURCE AND ABATE THE VISIBLE MOLD CONDITION... APROX. 50 SQ. FT. AT CEILING APORX. 12 SQ.FT. AT NORTH WALL APROX. 10 SQ. FT. AT WEST WALL APROX 12 SQ. FT. AT SOUTH WALL IN THE BATHROOM LOCATED AT APT 5F, 5th STORY, 1st APARTMENT FROM SOUTH AT WEST",97589,C,201711,2,2489,2489,52120,10468,5,3189,20,02/13/2020,03/11/2020,03/06/2020,,,,550,6826402,02/14/2020,20,05/26/2021,Original,Open,40.863007,-73.899462,7,14,401,2014126,2031890020,Bedford Park-Fordham North
